Model,Producent,Data produkcji,Moc WiFi,Moc Ethernetu,Liczba gniazd Ethernet,Rodzaj sygnału WiFi,Obsługa 5G,Wersja firmware,Maksymalna przepustowość WiFi,Maksymalna przepustowość Ethernet,Lista funkcji
Linksys WRT310N,Linksys,2016,25 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,16.8.26,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT310N,Linksys,2017,23 dBm,1 Gbps,8,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,17.1.75,1750 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT310N,Linksys,2018,25 dBm,1 Gbps,8,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,18.0.33,4800 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT310N,Linksys,2019,25 dBm,2.5 Gbps,5,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,19.6.83,3000 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT310N,Linksys,2020,23 dBm,1 Gbps,8,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,20.1.68,2100 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT310N,Linksys,2021,25 dBm,2.5 Gbps,8,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,21.10.4,10800 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT310N,Linksys,2022,25 dBm,1 Gbps,5,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,22.6.42,6000 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT310N,Linksys,2023,30 dBm,10 Gbps,5,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,23.2.36,10800 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT310N,Linksys,2024,30 dBm,10 Gbps,8,"802.11be (WiFi 7), Quad-Band",Tak,24.11.80,33000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Linksys WRT310N,Linksys,2025,27 dBm,10 Gbps,4,"802.11be (WiFi 7), Quad-Band",Tak,25.10.18,33000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Linksys WRT320N,Linksys,2005,17 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.8.25,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Linksys WRT320N,Linksys,2006,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.5.82,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Linksys WRT320N,Linksys,2007,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.8.45,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Linksys WRT320N,Linksys,2008,18 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,8.3.39,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Linksys WRT320N,Linksys,2009,20 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.8.64,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Linksys WRT320N,Linksys,2010,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.8.74,300 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys WRT320N,Linksys,2011,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.8.69,300 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys WRT320N,Linksys,2012,18 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,12.10.76,600 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys WRT320N,Linksys,2013,25 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.12.31,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT320N,Linksys,2014,25 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,14.3.9,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT320N,Linksys,2015,25 dBm,1 Gbps,8,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.5.89,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT320N,Linksys,2016,25 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,16.1.47,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT320N,Linksys,2017,27 dBm,2.5 Gbps,5,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,17.8.14,3000 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT320N,Linksys,2018,23 dBm,2.5 Gbps,5,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,18.10.17,4800 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT320N,Linksys,2019,27 dBm,2.5 Gbps,5,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,19.9.77,4800 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT320N,Linksys,2020,25 dBm,2.5 Gbps,5,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,20.2.27,1750 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT320N,Linksys,2021,25 dBm,1 Gbps,4,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,21.8.56,10800 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT320N,Linksys,2022,30 dBm,1 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,22.1.37,6000 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT320N,Linksys,2023,25 dBm,10 Gbps,5,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,23.3.69,6000 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT320N,Linksys,2024,27 dBm,10 Gbps,5,"802.11ax (WiFi 6E), Quad-Band",Tak,24.4.12,23000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Linksys WRT320N,Linksys,2025,30 dBm,10 Gbps,5,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,25.7.4,10800 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Linksys WRT400N,Linksys,2005,15 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.3.19,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Linksys WRT400N,Linksys,2006,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.3.98,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Linksys WRT400N,Linksys,2007,20 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.4.30,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Linksys WRT400N,Linksys,2008,18 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,8.0.79,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Linksys WRT400N,Linksys,2009,18 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.3.79,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Linksys WRT400N,Linksys,2010,23 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,10.3.65,450 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys WRT400N,Linksys,2011,18 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,11.6.13,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys WRT400N,Linksys,2012,20 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,12.4.37,600 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys WRT400N,Linksys,2013,23 dBm,1 Gbps,4,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,13.12.83,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT400N,Linksys,2014,25 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,14.5.19,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT400N,Linksys,2015,20 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.0.78,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT400N,Linksys,2016,23 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,16.7.62,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT400N,Linksys,2017,23 dBm,1 Gbps,4,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,17.1.16,2600 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT400N,Linksys,2018,27 dBm,1 Gbps,5,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,18.12.82,3000 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT400N,Linksys,2019,27 dBm,2.5 Gbps,4,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,19.2.17,2600 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT400N,Linksys,2020,23 dBm,2.5 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,20.1.28,3000 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT400N,Linksys,2021,25 dBm,10 Gbps,8,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,21.0.13,6000 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT400N,Linksys,2022,27 dBm,2.5 Gbps,4,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,22.2.18,10800 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT400N,Linksys,2023,25 dBm,10 Gbps,4,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,23.6.1,4800 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT400N,Linksys,2024,27 dBm,2.5 Gbps,4,"802.11ax (WiFi 6E), Quad-Band",Tak,24.3.49,30000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Linksys WRT400N,Linksys,2025,27 dBm,2.5 Gbps,4,"802.11be (WiFi 7), Tri-Band (2.4/5/6 GHz)",Tak,25.2.22,33000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Linksys WRT600N,Linksys,2005,17 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.6.54,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Linksys WRT600N,Linksys,2006,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.6.72,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Linksys WRT600N,Linksys,2007,18 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.5.63,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Linksys WRT600N,Linksys,2008,20 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,8.8.76,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Linksys WRT600N,Linksys,2009,18 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,9.6.62,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Linksys WRT600N,Linksys,2010,23 dBm,1 Gbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.1.42,600 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys WRT600N,Linksys,2011,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.8.90,600 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys WRT600N,Linksys,2012,20 dBm,1 Gbps,5,"802.11n, Single Band 2.4 GHz",Nie,12.4.11,450 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys WRT600N,Linksys,2013,23 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,13.5.15,1300 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT600N,Linksys,2014,20 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,14.8.71,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT600N,Linksys,2015,20 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.7.89,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT600N,Linksys,2016,20 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,16.10.50,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT600N,Linksys,2017,25 dBm,1 Gbps,5,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,17.8.95,2100 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT600N,Linksys,2018,25 dBm,1 Gbps,8,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,18.5.49,2100 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT600N,Linksys,2019,25 dBm,1 Gbps,5,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,19.12.31,5400 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT600N,Linksys,2020,23 dBm,2.5 Gbps,8,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,20.5.64,5400 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT600N,Linksys,2021,25 dBm,2.5 Gbps,8,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,21.12.65,5400 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT600N,Linksys,2022,30 dBm,1 Gbps,5,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,22.4.84,4800 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT600N,Linksys,2023,25 dBm,2.5 Gbps,4,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,23.8.38,4800 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT600N,Linksys,2024,27 dBm,2.5 Gbps,4,"802.11be (WiFi 7), Quad-Band",Tak,24.7.35,23000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Linksys WRT600N,Linksys,2025,30 dBm,10 Gbps,10,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,25.11.48,23000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Linksys WRT610N,Linksys,2005,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.0.38,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Linksys WRT610N,Linksys,2006,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.0.21,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Linksys WRT610N,Linksys,2007,20 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.11.68,300 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Linksys WRT610N,Linksys,2008,18 dBm,100 Mbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,8.10.65,150 Mbps,100 Mbps,"WPA2, QoS, WPS, USB 2.0"
Linksys WRT610N,Linksys,2009,20 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.5.18,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Linksys WRT610N,Linksys,2010,23 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.2.43,300 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys WRT610N,Linksys,2011,23 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,11.1.61,450 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys WRT610N,Linksys,2012,23 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,12.6.67,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys WRT610N,Linksys,2013,20 dBm,1 Gbps,5,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,13.0.33,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT610N,Linksys,2014,25 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,14.9.39,1900 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT610N,Linksys,2015,23 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.6.46,1200 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT610N,Linksys,2016,20 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,16.8.27,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys WRT610N,Linksys,2017,27 dBm,1 Gbps,5,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,17.3.25,4800 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT610N,Linksys,2018,23 dBm,1 Gbps,8,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,18.0.77,3000 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT610N,Linksys,2019,27 dBm,1 Gbps,8,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,19.9.34,1750 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT610N,Linksys,2020,27 dBm,2.5 Gbps,8,"802.11ax (WiFi 6), Tri-Band (2.4/5/5 GHz)",Tak,20.4.70,1750 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys WRT610N,Linksys,2021,27 dBm,2.5 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,21.9.51,4800 Mbps,2.5 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT610N,Linksys,2022,25 dBm,1 Gbps,4,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,22.8.16,5400 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT610N,Linksys,2023,27 dBm,1 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,23.11.27,10800 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys WRT610N,Linksys,2024,30 dBm,2.5 Gbps,8,"802.11ax (WiFi 6E), Quad-Band",Tak,24.6.54,19000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Linksys WRT610N,Linksys,2025,30 dBm,10 Gbps,10,"802.11ax (WiFi 6E), Tri-Band (2.4/5/6 GHz)",Tak,25.3.61,23000 Mbps,10 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Linksys E900,Linksys,2005,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,5.11.84,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Linksys E900,Linksys,2006,18 dBm,100 Mbps,4,"802.11g, Single Band 2.4 GHz",Nie,6.8.15,54 Mbps,100 Mbps,"WPA, WPA2, Firewall, NAT"
Linksys E900,Linksys,2007,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,7.10.88,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Linksys E900,Linksys,2008,20 dBm,1 Gbps,4,"802.11n, Dual Band (2.4/5 GHz)",Tak,8.9.25,150 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Linksys E900,Linksys,2009,20 dBm,1 Gbps,4,"802.11n, Single Band 2.4 GHz",Nie,9.6.15,300 Mbps,1 Gbps,"WPA2, QoS, WPS, USB 2.0"
Linksys E900,Linksys,2010,23 dBm,100 Mbps,5,"802.11n, Dual Band (2.4/5 GHz)",Tak,10.3.80,450 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys E900,Linksys,2011,18 dBm,1 Gbps,5,"802.11n, Single Band 2.4 GHz",Nie,11.7.9,600 Mbps,1 Gbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys E900,Linksys,2012,23 dBm,100 Mbps,4,"802.11n, Single Band 2.4 GHz",Nie,12.6.80,300 Mbps,100 Mbps,"WPA2, QoS, Guest Network, USB 2.0"
Linksys E900,Linksys,2013,23 dBm,1 Gbps,8,"802.11ac, Tri-Band (2.4/5/5 GHz)",Tak,13.8.83,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys E900,Linksys,2014,20 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,14.10.47,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys E900,Linksys,2015,23 dBm,1 Gbps,5,"802.11ac, Dual Band (2.4/5 GHz)",Tak,15.11.17,867 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys E900,Linksys,2016,20 dBm,1 Gbps,4,"802.11ac, Dual Band (2.4/5 GHz)",Tak,16.4.10,1750 Mbps,1 Gbps,"WPA2, MU-MIMO, Beamforming, USB 3.0, Guest Network"
Linksys E900,Linksys,2017,27 dBm,2.5 Gbps,8,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,17.6.13,2600 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys E900,Linksys,2018,27 dBm,1 Gbps,8,"802.11ac Wave 2, Dual Band (2.4/5 GHz)",Tak,18.1.91,1750 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys E900,Linksys,2019,25 dBm,1 Gbps,8,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,19.4.28,2600 Mbps,1 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys E900,Linksys,2020,25 dBm,2.5 Gbps,4,"802.11ac Wave 2, Tri-Band (2.4/5/5 GHz)",Tak,20.2.3,2100 Mbps,2.5 Gbps,"WPA2, WPA3, MU-MIMO, OFDMA, Beamforming, USB 3.0, AiMesh, Mesh"
Linksys E900,Linksys,2021,25 dBm,10 Gbps,8,"802.11ax (WiFi 6E), Dual Band (2.4/5 GHz)",Tak,21.12.63,3000 Mbps,10 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys E900,Linksys,2022,27 dBm,1 Gbps,5,"802.11ax (WiFi 6), Tri-Band (2.4/5/6 GHz)",Tak,22.4.85,5400 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys E900,Linksys,2023,27 dBm,1 Gbps,4,"802.11ax (WiFi 6), Dual Band (2.4/5 GHz)",Tak,23.0.96,9600 Mbps,1 Gbps,"WPA3, MU-MIMO, OFDMA, Multi-Link Operation, 6 GHz band, USB 3.0, Mesh"
Linksys E900,Linksys,2024,30 dBm,2.5 Gbps,5,"802.11be (WiFi 7), Quad-Band",Tak,24.11.83,10800 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
Linksys E900,Linksys,2025,27 dBm,2.5 Gbps,4,"802.11be (WiFi 7), Quad-Band",Tak,25.12.56,30000 Mbps,2.5 Gbps,"WPA3, Multi-Link Operation, 320MHz channels, MLO, BE, 10G ports"
